관리번호,대피소 명칭,대피소 상세주소,면적,수용가능최대인원,수용가능인원,행정동 코드,행정동 명칭,비고,구
47535,경산중고등학교,,,0,0,11110650,혜화동,,종로구
47536,성심여고,원효4가 1-1,,160,0,11170570,원효로2동,,용산구
47537,숭덕초등학교(교사동),정릉2동 173,,600,0,11290630,정릉2동,,성북구
47538,숭문중고등학교,숭문길 99(대흥동),,600,0,11440600,대흥동,,마포구
47539,영도초등학교,목5동 903-1(신목길 75),,282,0,11470550,목5동,,양천구
47540,신상도초등학교,상도동 산65,,820,0,11590540,상도2동,,동작구
47541,도원동교회,도원동 4-3,,40,0,11170590,용문동,,용산구
47542,서빙고초등학교,서빙고 235-1,,500,0,11170690,서빙고동,,용산구
47543,화곡 경로당,화곡8동 341-41,,68,0,11500593,화곡8동,,강서구
47544,흑석초등학교,흑석동 7-1,,820,0,11590605,흑석동,,동작구
47545,남사초등학교,사당동 1011-1,,700,0,11590620,사당1동,,동작구
47546,은천동주민센터,봉천로33 나길 30,,100,0,11620605,은천동,,관악구
47547,북가좌초등학교,북가좌동 376-17,,270,0,11410710,북가좌1동,,서대문구
47548,동교초등학교,월드컵로25길 86(망원동),,1580,0,11440700,망원2동,,마포구
47549,염경초등학교,염창동 79,,1000,0,11500510,염창동,,강서구
47550,정릉교회(교육관),정릉1동 139-2,,20,0,11290620,정릉1동,,성북구
47551,경복고등학교,,,0,0,11110515,청운효자동,,종로구
47552,서울예술고등학교,평창동 217 (세검정로 352),,1220,0,11110560,평창동,,종로구
47553,신수중학교,신수로 49(구수동),,510,0,11440630,신수동,,마포구
47554,서현교회,잔다리로7길 31(서교동),,1000,0,11440660,서교동,,마포구
47555,샛터경로당,새터산16길 26,,41,0,11440730,성산2동,,마포구
47556,정목초등학교,목4동 757(돌언덕길 36),,4786,0,11470540,목4동,,양천구
47557,선유정보문화도서관,양평동3가 88-1,,38,0,11560620,양평2동,,영등포구
47558,종로노인종합복지관,이화동 25-1 (율곡로 19길 17-8),,901,0,11110640,이화동,,종로구
47559,창신초등학교,창신동 128번지 (지봉로 73),,1500,0,11110670,창신1동,,종로구
47560,대진초등학교,개포동 13번지 (개포로 북62길58),,1300,0,11680740,일원2동,,강남구
47561,혜원여자고등학교,망우3동 519(봉우재로 58길 39),,1500,0,11260660,망우3동,,중랑구
47562,둔촌2동 주민센터,강동구 둔촌동 65,,0,0,11740700,둔촌2동,,강동구
47563,이문1동 주민센터,이문동 120-1,,0,0,11230740,이문1동,,동대문구
47564,신방학중학교,방학3동 307-1 (시루봉로 156),,634,0,11320710,방학3동,,도봉구
47565,삼성2문화복지회관,봉은사로 419 (봉은사로 419),,350,0,11680590,삼성2동,,강남구
47566,아주중학교,잠실7동 115,,1660,0,11710720,잠실7동,,송파구
47567,건국대학교부속중학교,자양1동 764,,0,0,11215820,자양1동,,광진구
47568,전농2동 주민센터,전농동 60-19,,0,0,11230570,전농2동,,동대문구
47569,청량중학교,청량리동 14,,0,0,11230705,청량리동,,동대문구
47570,산돌교회,망우본동 461-51(봉우재길 235),,40,0,11260570,면목7동,,중랑구
47571,신구초등학교,신사동 550-11(압구정로 남7길28),,4955,0,11680510,신사동,,강남구
47572,단대부고체육관,대치1동 1013(도곡로 남42길1),,1394,0,11680600,대치1동,,강남구
47573,송파공업고등학교,거여1동 354,,1000,0,11710531,거여1동,,송파구
47574,천호1동 주민센터,강동구 천호동 76-2,,0,0,11740600,천호1동,,강동구
47575,금호초교,금호3가 165-1(금남시장길 81),,472,0,11200615,금호2.3가동,,성동구
47576,암사2동 주민센터,강동구 암사동 503-8,,0,0,11740580,암사2동,,강동구
47577,대모초등학교,일원본동 736번지 (광평로 남11길27),,300,0,11680720,일원본동,,강남구
47578,중랑청소년수련관,면목4동 1382-10(용마산로 217),,100,0,11260540,면목4동,,중랑구
47579,용곡중학교,중곡4동 산3-11,,0,0,11215770,중곡4동,,광진구
47580,면남초등학교,면목7동 583-15(면목로304길 38),,1450,0,11260570,면목7동,,중랑구
47581,번동중학교,번동 231 (오현로35길 87),,1384,0,11305600,번2동,,강북구
47582,남천초등학교,마천동 53,,2000,0,11710550,마천2동,,송파구
47583,천호초등학교,천호1동 230-9,,0,0,11740600,천호1동,,강동구
47624,길음 종합사회복지관,길음2동 905,,300,0,11290685,길음2동,,성북구
47625,미양중학교,미아동 837-735,,2676,0,11305534,삼양동,,강북구
47626,방배중학교,반포4동 586-1,,0,0,11650581,반포4동,,서초구
47627,청파초등학교,청파2가 1-42,,2310,0,11170555,청파동,,용산구
47628,성산중학교,성지1길32-13(합정동),,300,0,11440680,합정동,,마포구
47629,시냇가푸른나무교회,인헌동 1655-40,,95,0,11620625,인헌동,,관악구
47630,무학초교,하왕십리 950-1(무학초등길 16),,259,0,11200520,왕십리2동,,성동구
47631,서울양재초등학교,양재동 101(바우뫼로 18길 14),,0,0,11650651,양재1동,,서초구
47632,개포중학교,개포1동 660-37 (선릉로 948),,900,0,11680660,개포1동,,강남구
47633,포이초등학교,개포4동 1273 (개포로 남24길95),,2464,0,11680690,개포4동,,강남구
47634,"일심교회(1,2층)",성미산로 190-14 (연남동),,42,0,11440710,연남동,,마포구
47635,홍제1동주민센터,홍제동 171-1,,35,0,11410620,홍제1동,,서대문구
47636,상현중학교,상도동 111-52,,2440,0,11590530,상도1동,,동작구
47637,예능교회,,,0,0,11110560,평창동,,종로구
47638,미양고등학교,미아동 837-734,,3483,0,11305534,삼양동,,강북구
47639,사당2동주민센터,사당동 105-12,,90,0,11590630,사당2동,,동작구
47640,서울신봉초등학교,양녕로6나길 1,,878,0,11620615,중앙동,,관악구
47641,경기상업고등학교,,,0,0,11110515,청운효자동,,종로구
47642,행당초교,행당동 320(은행나무길 57),,80,0,11200560,행당1동,,성동구
47643,여의도여자고등학교,여의도동 40-2,,188,0,11560540,여의동,,영등포구
47644,한남교회,한남동 625,,10,0,11170685,한남동,,용산구
47645,상수청소년독서실,토정로 148-14(상수동),,50,0,11440655,서강동,,마포구
47646,명신초등학교,,,0,0,11110690,창신3동,,종로구
47647,삼일교회,청파1가 180-36,,500,0,11170555,청파동,,용산구
47648,용두초등학교,용두동 237-1,,0,0,11230536,용신동,,동대문구
47649,용산문화체육센터,문배동 19-2,,210,0,11170560,원효로1동,,용산구
47650,홍성교회,홍제3동 286-30,,400,0,11410640,홍제3동,,서대문구
47651,서울마포초등학교,도화2길 64(도화동),,300,0,11440585,도화동,,마포구
47652,서울여자고등학교 (체,백범로25길 34(염리동),,580,0,11440610,염리동,,마포구
47653,노원초등학교,상계1동 1014(노원구 노원새싹길 18),,2082,0,11350630,상계1동,,노원구
47654,이문초등학교,이문동 164-26,,0,0,11230750,이문2동,,동대문구
47655,상일초등학교,상일동 325-1,,0,0,11740520,상일동,,강동구
47656,성원중학교,성수2가 333-17(성원중길 36),,393,0,11200670,성수2가1,,성동구
47657,세종대학교 군자관,군자동 98,,0,0,11215730,군자동,,광진구
47658,회기동 주민센터,회기동 347-8,,0,0,11230710,회기동,,동대문구
47659,국일교회,상봉2동 86-11(상봉로 25길 27),,300,0,11260590,상봉2동,,중랑구
47660,문정초등학교,문정1동 12,,2000,0,11710641,문정1동,,송파구
47661,갈산초등학교,신정7동 330-10(등촌로 452),,200,0,11470680,신정7동,,양천구
47662,송원초교,송정동 72-8(동일로43길 9),,186,0,11200720,송정동,,성동구
47663,답십리2동 주민센터,답십리동 10-2,,0,0,11230610,답십리2동,,동대문구
47664,이문동교회,이문동 260-4,,0,0,11230740,이문1동,,동대문구
47665,개봉2동 주민센터,개봉동 261-5,,0,0,11530750,개봉2동,,구로구
47666,강동어린이회관,성내1동 556-1,,0,0,11740640,성내1동,,강동구
47667,용곡초등학교,중곡4동 176-1,,2160,0,11215770,중곡4동,,광진구
47668,휘경중학교,휘경2동 286-66,,0,0,11230730,휘경2동,,동대문구
47669,일원초등학교,일원동 691 (영동대로 동98길20),,2131,0,11680670,개포2동,,강남구
47670,면중초등학교,면목3.8동 491-1(용마산로70길 43),,1000,0,11260575,면목3.8동,,중랑구
47671,중화중학교,면목3.8동 83(용마산로 364),,879,0,11260575,면목3.8동,,중랑구
47672,평화초등학교,가락본동 106,,1700,0,11710620,가락본동,,송파구
47673,건국대학교부속고등학교,자양1동 764,,0,0,11215820,자양1동,,광진구
47674,중대초등학교,송파2동 191,,1200,0,11710590,송파2동,,송파구
47675,잠실초등학교,,,0,0,11710690,잠실4동,,송파구
47676,일심 경로당2,방화1동 217-159,,36,0,11500630,방화1동,,강서구
47677,매봉초등학교,개봉동 3,,0,0,11530740,개봉1동,,구로구
47678,양남초등학교,자양2동 692,,0,0,11215830,자양2동,,광진구
47679,중화초등학교,신내2동 531(신내로 7가길 22),,1600,0,11260690,신내2동,,중랑구
47680,석계초등학교,석관동 27-3,,3096,0,11290810,석관동,,성북구
47681,길 동 주민센터,강동구 길동 103-1,,0,0,11740685,길동,,강동구
47682,장안1동 주민센터,장안동 395-3,,0,0,11230650,장안1동,,동대문구
47683,시영경로당,고덕1동 494,,0,0,11740550,고덕1동,,강동구
47684,암사1동 주민센터,강동구 암사동 493-13,,0,0,11740570,암사1동,,강동구
47584,경일중학교,성수1가 22-27(성수중앙길 90),,600,0,11200650,성수1가1,,성동구
47585,성일중학교,제기동 271-41,,0,0,11230545,제기동,,동대문구
47586,답십리1동 주민센터,답십리동 477-9,,0,0,11230600,답십리1동,,동대문구
47587,중목초등학교,면목2동 180-5(동일로 665),,1000,0,11260520,면목2동,,중랑구
47588,중화2동 문화복지센터,중화2동 321-37(중랑역 3길),,58,0,11260610,중화2동,,중랑구
47589,대치1문화센터,대치1동 646-2 (남부순환로 북41길19),,450,0,11680600,대치1동,,강남구
47590,수서초등학교,수서동 709 (개포로 북21길46),,1890,0,11680750,수서동,,강남구
47591,구립용왕경로당,목2동 517-22(달거리길 97),,100,0,11470520,목2동,,양천구
47592,도림교회,도림동 205-24,,300,0,11560585,도림동,,영등포구
47593,구립문래제1경로당,문래동3가 73-1,,20,0,11560605,문래동,,영등포구
47594,성락교회,신길동 355-184,,190,0,11560650,신길3동,,영등포구
47595,상도3동주민센터,상도동 315-37,,180,0,11590550,상도3동,,동작구
47596,석관고등학교,석관동 77-1,,230,0,11290810,석관동,,성북구
47597,증산중학교,증산동 산24,,2260,0,11380640,증산동,,은평구
47598,당산초등학교,양평동4가 323,,1540,0,11560620,양평2동,,영등포구
47599,대영초등학교,신길동 341-1,,401,0,11560670,신길5동,,영등포구
47600,무지개 경로당,화곡4동 810-6,,60,0,11500570,화곡4동,,강서구
47601,능말 경로당,방화3동 811-15,,46,0,11500641,방화3동,,강서구
47602,구일고등학교,구로동 685-194,,0,0,11530520,구로1동,,구로구
47603,고척1동 주민센터,고척동 82-9,,0,0,11530720,고척1동,,구로구
47604,염창강변 경로당,염창동 114-2,,35,0,11500510,염창동,,강서구
47605,덕의초등학교,고척2동 196-4,,0,0,11530730,고척2동,,구로구
47606,문창초등학교,신대방동 639,,1100,0,11590670,신대방1동,,동작구
47607,방화초등학교,방화동 542-2,,700,0,11500640,방화2동,,강서구
47608,오류여자중학교,개봉동 143-4,,0,0,11530740,개봉1동,,구로구
47609,미성동주민센터,난곡로 129,,200,0,11620765,미성동,,관악구
47610,치현초등학교,방화동 833,,700,0,11500641,방화3동,,강서구
47611,화원중학교,화곡동 산 144-4,,500,0,11500540,화곡1동,,강서구
47612,구로1동 주민센터,구로1동685-213,,0,0,11530520,구로1동,,구로구
47613,영림초등학교,대림동 993-16,,640,0,11560710,대림2동,,영등포구
47614,난우중학교,난곡로16길 32,,60,0,11620775,난곡동,,관악구
47615,구립율산경로당,신길동 9-102,,30,0,11560630,신길1동,,영등포구
47616,서정초등학교,목1동 927-5(진명길 19),,1020,0,11470510,목1동,,양천구
47617,약수 경로당,화곡8동 409-84,,28,0,11500593,화곡8동,,강서구
47618,영등포동 주민자치회관,영등포동7가 59-1,,35,0,11560535,영등포동,,영등포구
47619,월곡초등학교,장위2동 246-194,,2427,0,11290770,장위2동,,성북구
47620,상계중학교,상계2동 195-5(노원구 노원길 398),,756,0,11350640,상계2동,,노원구
47621,영광교회,월곡1동 222-7,,100,0,11440630,신수동,,마포구
47622,용산초등학교,한강2가1,,1580,0,11170625,한강로동,,용산구
47623,광희중학교,응봉동 205-1(광희중길 58),,484,0,11200580,응봉동,,성동구
47685,영서초등학교,구로동 165-1,,0,0,11530540,구로3동,,구로구
47686,대방중학교,신대방동 293-200,,1000,0,11590670,신대방1동,,동작구
46793,청담고등학교,압구정동 526(압구정로 419),,8000,0,11680545,압구정동,,강남구
46794,신흥교회,암사1동 472-20,,0,0,11740570,암사1동,,강동구
46795,문래동 성당,문래동3가 77-16,,268,0,11560605,문래동,,영등포구
46796,대원고등학교,중곡4동 산 3-18,,0,0,11215760,중곡3동,,광진구
46797,장로회신학대학교,광장동 353,,0,0,11215810,광장동,,광진구
46798,서울광장초등학교,광장동 389-1,,0,0,11215810,광장동,,광진구
46799,중랑노인요양원,망우본동 227,,1000,0,11260655,망우본동,,중랑구
46800,면일초등학교,망우3동 440(용마산로 100길 13),,800,0,11260660,망우3동,,중랑구
47041,방화6복지관 경로당,방화3동 816,,24,0,11500641,방화3동,,강서구
47042,구로5동 주민센터,구로5동 109-4,,0,0,11530560,구로5동,,구로구
47043,경복초등학교,능동 25,,860,0,11215780,능동,,광진구
47044,중화고등학교,중화1동 21-4(봉화산로 27길 62),,1100,0,11260600,중화1동,,중랑구
47045,용원초등학교,공릉1?3동 709(노원구 섬밭길 144),,2028,0,11350605,공릉1.3동,,노원구
47046,오남중학교,오류동 산39-40,,0,0,11530780,오류2동,,구로구
47047,강동초등학교,천호2동 306,,0,0,11740610,천호2동,,강동구
47048,성내동교회,성내2동 135-30,,0,0,11740650,성내2동,,강동구
47049,서울창도초등학교,방학1동 722-9 (방학로 32-28),,2434,0,11320690,방학1동,,도봉구
47050,면목중학교,면목3.8동 490(용마산로70길 37),,850,0,11260575,면목3.8동,,중랑구
47051,용동초등학교,중계3동 510-1(노원구 소방서길 41-1),,2201,0,11350625,중계2.3동,,노원구
47052,고명초등학교,명일1동 296-1,,0,0,11740530,명일1동,,강동구
47053,구로4동 주민센터,구로동 317번지 87호,,0,0,11530550,구로4동,,구로구
47054,대림정보문화도서관,대림동 608-2,,52,0,11560720,대림3동,,영등포구
47055,대명초등학교,명일2동 234,,0,0,11740540,명일2동,,강동구
47056,강일중학교,암사3동 448,,0,0,11740590,암사3동,,강동구
47057,광양고등학교,자양2동 674-1,,697,0,11215830,자양2동,,광진구
47058,신광명 경로당,외발산동 221-1,,79,0,11500611,발산1동,,강서구
47059,동구로초등학교,구로동 93,,0,0,11530550,구로4동,,구로구
47060,수정성결교회,대림동 665-11,,200,0,11560720,대림3동,,영등포구
47061,양진중학교,광장동 산81-5,,0,0,11215810,광장동,,광진구
47062,석관초등학교,석관동 205,,130,0,11290810,석관동,,성북구
47063,신도림동 주민센터,신도림동390-44,,0,0,11530510,신도림동,,구로구
47064,천호동중앙교회,천호2동 337-19,,0,0,11740610,천호2동,,강동구
47065,선화예술고등학교,능동 25,,1878,0,11215780,능동,,광진구
47066,월촌초등학교,목5동 901-1(모세미길 85),,215,0,11470550,목5동,,양천구
47067,도림초등학교,신길동 288-9,,229,0,11560650,신길3동,,영등포구
47068,서광경로당,쏙고개로2라길75,,15,0,11620665,서림동,,관악구
47069,곰달래 경로당,화곡1동 922-10,,27,0,11500540,화곡1동,,강서구
47070,응암감리교회,응암3동 325-2,,970,0,11380600,응암3동,,은평구
47071,창서초등학교,창천동 53-38,,186,0,11410585,신촌동,,서대문구
47072,은가경로당,북가좌동 5-106,,140,0,11410720,북가좌2동,,서대문구
47073,강남초교,상도동 501,,800,0,11590530,상도1동,,동작구
47074,남성중학교,사당동 304-45,,680,0,11590650,사당4동,,동작구
47075,오산고교,보광동 168,,240,0,11170700,보광동,,용산구
47076,양강중학교,신월2동 499-2(강서로 594),,1212,0,11470570,신월2동,,양천구
47077,구립당산2동경로당,당산동6가 184,,20,0,11560560,당산2동,,영등포구
47078,금양초등학교,효창동 116-4,,2950,0,11170580,효창동,,용산구
47079,양재1동 주민센터,우면동 68-2,,0,0,11650651,양재1동,,서초구
47080,홍연초등학교,홍은동 305,,330,0,11410685,홍은2동,,서대문구
47081,한강미디어고등학교,양평동4가 315-1,,532,0,11560620,양평2동,,영등포구
47082,독립문초등학교,무악동 46-82 (통일로12길 23),,300,0,11110570,무악동,,종로구
47083,서초구청,서초2동 1376-3(남부순환로 2584),,0,0,11650520,서초2동,,서초구
47084,시흥초등학교,시흥1동 841-19 (독산로23길 26),,3648,0,11545670,시흥1동,,금천구
47085,양강초등학교,신월2동 496(오목로 262),,280,0,11470570,신월2동,,양천구
47086,신서초등학교,신정1동 312(신서7길 20),,209,0,11470620,신정1동,,양천구
47087,보성여고,용산2가 1-1123,,970,0,11170520,용산2가동,,용산구
47088,서교감리교회,동교로 116(서교동),,150,0,11440660,서교동,,마포구
47089,문래중학교,문래동6가 44,,480,0,11560605,문래동,,영등포구
47090,양평1동 주민센터,양평동1가 211-1,,20,0,11560610,양평1동,,영등포구
47091,선유고등학교,양평동4가 10,,262,0,11560620,양평2동,,영등포구
47092,남일교회,사당동 1127-22,,200,0,11590630,사당2동,,동작구
47093,풍문여자고등학교,안국동 175-2 (율곡로 3길 4),,3494,0,11110540,삼청동,,종로구
47094,골안말 경로당,화곡2동 865-1,,42,0,11500550,화곡2동,,강서구
47095,초록동 경로당,화곡본동 55-79,,130,0,11500590,화곡본동,,강서구
47096,한서초등학교 (강당),대흥로24바길 27 (염리동),,510,0,11440610,염리동,,마포구
47097,동작고등학교,사당동 236-4,,1000,0,11590651,사당5동,,동작구
47098,방이초등학교,방이1동 167,,1400,0,11710561,방이1동,,송파구
47099,천호중학교,천호1동 38-1,,0,0,11740600,천호1동,,강동구
47100,천호2동 주민센터,강동구 천호동 337-121,,0,0,11740610,천호2동,,강동구
47101,성내초등학교,성내1동 300-3,,0,0,11740640,성내1동,,강동구
47102,면목초등학교,면목본동 221(면동로 434),,2500,0,11260565,면목본동,,중랑구
47103,창동고등학교,창1동 694-10 (노해로 62길 7),,4761,0,11320511,창1동,,도봉구
47104,백운중학교,쌍문2동 68-2 (도봉로 129길 50),,2190,0,11320670,쌍문2동,,도봉구
47105,청담초등학교,청담동 142 (압구정로 북46길9),,4242,0,11680565,청담동,,강남구
47106,잠동초등학교,,,0,0,11710710,잠실6동,,송파구
47107,대원외국어고등학교,중곡4동 산 3-18,,0,0,11215770,중곡4동,,광진구
47108,중랑초등학교,면목2동 192-1(봉우재로6길 26),,1061,0,11260520,면목2동,,중랑구
47109,돈암초등학교,동선동 27-1,,900,0,11290575,동선동,,성북구
47110,청담2문화복지회관,청담동2동 35-10 (학동로 북46길11),,800,0,11680565,청담동,,강남구
47111,성내3동 주민센터,강동구 성내동 430-29,,0,0,11740660,성내3동,,강동구
47112,수유2동주민센터,수유2동 730-1,,301,0,11305620,수유2동,,강북구
47113,서울창림초등학교,창동 412-4 (덕릉로 63길 46),,3610,0,11320512,창2동,,도봉구
47114,둔촌초등학교,둔촌1동 170-2,,0,0,11740690,둔촌1동,,강동구
47115,대원여자고등학교,중곡4동 산3-18,,0,0,11215770,중곡4동,,광진구
47116,성암국제무역고,미아동 327,,1144,0,11305555,송천동,,강북구
47117,송천초등학교,미아동 438 (삼양로20길 29),,2812,0,11305555,송천동,,강북구
47118,서울쌍문초등학교,쌍문1동 360-4 (우이천로 360),,2336,0,11320660,쌍문1동,,도봉구
